SPECIES_CODE,ID,SAMPLING_YEAR,FLEET_CODE,REPCOUNTRY,GEAR_CODE,AREA,DATESTART,DATEEND,SEX,MATURITY,COMMENT,FL,RD,SF,HG,TL,HL,BH,SPECIES,SPECIES_SCIENTIFIC,SPECIES_CATEGORY_CODE,AREA_TYPE,N_MEASUREMENTS_SPECIES,DATE_RANGE,CF
ALB,224585,2007,KOR,KOR,LL,5238026,01/10/2007,30/10/2007,U,NA,NA,87,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224586,2007,KOR,KOR,LL,5238026,01/10/2007,30/10/2007,U,NA,NA,79,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224587,2007,KOR,KOR,LL,5238026,01/10/2007,30/10/2007,U,NA,NA,84,10,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224588,2007,KOR,KOR,LL,5237026,01/10/2007,30/10/2007,U,NA,NA,79,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224589,2007,KOR,KOR,LL,5237026,01/10/2007,30/10/2007,U,NA,NA,92,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224590,2007,KOR,KOR,LL,5237026,01/10/2007,30/10/2007,U,NA,NA,94,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224591,2007,KOR,KOR,LL,5238028,01/10/2007,30/10/2007,U,NA,NA,85.5,11,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224592,2007,KOR,KOR,LL,5238028,01/10/2007,30/10/2007,U,NA,NA,116,28,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224593,2007,KOR,KOR,LL,5238028,01/10/2007,30/10/2007,U,NA,NA,108,23,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224594,2007,KOR,KOR,LL,5238028,01/10/2007,30/10/2007,U,NA,NA,95,13,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224595,2007,KOR,KOR,LL,5238028,01/10/2007,30/10/2007,U,NA,NA,80,7,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224596,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,94,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224597,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224598,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224599,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,96,18.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224600,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,100,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224601,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,103,19,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224602,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,98,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224603,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,98,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224604,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224605,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,115,28,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224606,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,103,18.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224607,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,102,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224608,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,98,18.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224609,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,107,22,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224610,2007,KOR,KOR,LL,5227041,01/11/2007,30/11/2007,U,NA,NA,105,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224611,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,103,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224612,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,108,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224613,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,104,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224614,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,106,22,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224615,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,110,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224616,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,98,16,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224617,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,108,22,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224618,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,103,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224619,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,106,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224620,2007,KOR,KOR,LL,5227040,01/11/2007,30/11/2007,U,NA,NA,104,19.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224621,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,106,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224622,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,90,12,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224623,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,93,15.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224624,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,105,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224625,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,107,26,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224626,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,116,28,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224627,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,99,16.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224628,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,107,20.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224629,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224630,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,98,19,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224631,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,100,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224632,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,102,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224633,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,105,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224634,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224635,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,101,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224636,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,111,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224637,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,100,16,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224638,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,99,16.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224639,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,100,16,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224640,2007,KOR,KOR,LL,5227039,01/11/2007,30/11/2007,U,NA,NA,108,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224641,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224642,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224643,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,101,17.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224644,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,100,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224645,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,101,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224646,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,99,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224647,2007,KOR,KOR,LL,5228039,01/11/2007,30/11/2007,U,NA,NA,102,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224648,2007,KOR,KOR,LL,5228039,01/11/2007,30/11/2007,U,NA,NA,101,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224649,2007,KOR,KOR,LL,5228039,01/11/2007,30/11/2007,U,NA,NA,103,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224650,2007,KOR,KOR,LL,5228039,01/11/2007,30/11/2007,U,NA,NA,106,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224651,2007,KOR,KOR,LL,5228039,01/11/2007,30/11/2007,U,NA,NA,100,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224652,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,102,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224653,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,104,19,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224654,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,101,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224655,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,101,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224656,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,99,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224657,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,100,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224658,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224659,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,110,27,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224660,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,98,16.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224661,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,105,21.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224662,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,106,21,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224663,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224664,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,108,24,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224665,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,97,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224666,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,105,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224667,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,96,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224668,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,F,NA,NA,107,21.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224669,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,101,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224670,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,107,22.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224671,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,106,22,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224672,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224673,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,94,16,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224674,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,93,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224675,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,103,17.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224676,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,97,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224677,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,92,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224678,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,97,18.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224679,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,110,23,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224680,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,105,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224681,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,115,25,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224682,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224683,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224684,2007,KOR,KOR,LL,5228040,01/11/2007,30/11/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224685,2007,KOR,KOR,LL,5228039,01/11/2007,30/11/2007,U,NA,NA,102,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224686,2007,KOR,KOR,LL,5228039,01/11/2007,30/11/2007,U,NA,NA,105,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224687,2007,KOR,KOR,LL,5228039,01/11/2007,30/11/2007,U,NA,NA,98,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224688,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,100,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224689,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,100,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224690,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224691,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,97,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224692,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,105,22,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224693,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224694,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224695,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,101,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224696,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,100,19,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224697,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,103,20.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224698,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,106,22,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224699,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,104,20.5,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224700,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224701,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,102,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224702,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,92,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224703,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,93,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224704,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,92,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224705,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,99,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224706,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,100,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224707,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224708,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,99,19,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224709,2007,KOR,KOR,LL,5228038,01/11/2007,30/11/2007,U,NA,NA,105,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224710,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,104,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224711,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,104,19,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224712,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,97,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224713,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,105,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224714,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,99,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224715,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,98,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224716,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224717,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,97,17,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224718,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,93,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224719,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,92,15,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224720,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,103,20,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
ALB,224721,2007,KOR,KOR,LL,5227038,01/11/2007,30/11/2007,U,NA,NA,99,18,NA,NA,NA,NA,NA,Albacore,Thunnus alalunga,TEMPERATE,1x1,499,29,NA
